"DealerName","DealerGuid","DealerId","Website","Domain","AntalBiler"
"Škoda Holbæk - en del af Semler Mobility","39210bb1-1187-e711-9753-0050568635ef","12147","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-holb%C3%A6k","semlermobility.dk","3"
"DrewsensBiler ApS","1ec6f59a-e6fc-4582-b04d-59f93bd26a67","20475","https://Drewsensbiler.dk","drewsensbiler.dk","3"
"HK Auto Greve","e5113d45-4955-e911-9625-0050568635ef","12678",,"","3"
"TJ Biler ApS","d6c972f7-de62-4ded-a08f-4959b0fc25c1","20844","https://t-jbiler.dk/","t-jbiler.dk","3"
"Bilstaden ApS","78a694d8-7013-4284-a269-e0dcc86e2750","20894","http://www.bilstaden.dk/","bilstaden.dk","3"
"LL Cars ApS","4dc318c5-321c-48b2-939f-54bfb030607e","20532",,"","3"
"Thomsens auto A/S","d4089396-15a4-eb11-9499-0050568635ef","13400","https://www.thomsens-auto.dk/","thomsens-auto.dk","3"
"MY GARAGE A/S","0d479a17-b1cc-e411-ba37-0050568635ef","11426","http://mygarage.dk/","mygarage.dk","3"
"Au2Spot ApS","e39665f8-1899-eb11-9499-0050568635ef","13389","https://www.au2spot.dk/","au2spot.dk","3"
"Via Biler A/S - Vallensbæk","4642b23d-cb4e-e911-9625-0050568635ef","12665","https://www.viabiler.dk/","viabiler.dk","3"
"Car-Center Nykøbing","5e626956-b8bd-e411-ba37-0050568635ef","11327","https://www.car-center.dk/","car-center.dk","3"
"Fjord-Frandsen biler ApS","9df14830-fdca-df11-9e98-0025b3e6b7d8","2043","https://www.fjord-frandsen.dk/","fjord-frandsen.dk","3"
"Østergaards Auto A/S","73110f66-fdca-df11-9e98-0025b3e6b7d8","7188","https://www.ostergaards-auto.dk/","ostergaards-auto.dk","3"
"Via Biler A/S - Aarhus Nord","59b1a6bf-fdca-df11-9e98-0025b3e6b7d8","7396","https://www.viabiler.dk/brugte-biler/","viabiler.dk","3"
"C.A. Larsen Automobiler A/S Herning","746369bb-ffca-df11-9e98-0025b3e6b7d8","2749","https://cal.dk/","cal.dk","3"
"Andersen Biler A/S Frederikssund","71c6ec05-6bf3-e111-bd3f-d8d385a4b8b6","3439","https://www.andersenbiler.dk/","andersenbiler.dk","3"
"Kleemann ApS","a3c47bc2-c10f-45b5-9032-acbc968f57e0","20025","https://service.kleemann.dk/kleemann-cars/","service.kleemann.dk","3"
"Vamdrup Biler","5bd13b3c-fdca-df11-9e98-0025b3e6b7d8","4906","http://www.vamdrupbiler.dk/","vamdrupbiler.dk","3"
"Sjællands Automægler","11ed9ec5-fdca-df11-9e98-0025b3e6b7d8","6713","http://www.autom.dk/","autom.dk","3"
"Ejner Hessel A/S, Thisted","70311f54-fdca-df11-9e98-0025b3e6b7d8","2883","https://www.hessel.dk","hessel.dk","3"
"Audi Aalborg - en del af Semler Mobility","3593f24f-ffca-df11-9e98-0025b3e6b7d8","8721","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-aalborg","semlermobility.dk","3"
"Autohuset Vestergaard A/S","440a4c80-abf5-e111-bd3f-d8d385a4b8b6","10581","https://www.autohuset-vestergaard.dk/","autohuset-vestergaard.dk","3"
"Audi Odense - en del af Semler Mobility","3293f24f-ffca-df11-9e98-0025b3e6b7d8","8727","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-odense","semlermobility.dk","3"
"Bøgsted A/S","786469bb-ffca-df11-9e98-0025b3e6b7d8","2915","https://www.boegsted-as.dk/","boegsted-as.dk","3"
"KL Automobiler ApS","d170aeb9-fdca-df11-9e98-0025b3e6b7d8","6894","http://www.klautomobiler.dk/","klautomobiler.dk","3"
"CITO Car Lease A/S","b375174f-feca-df11-9e98-0025b3e6b7d8","8375","https://www.citocarlease.dk","citocarlease.dk","3"
"Dahl Pedersen A/S","b46369bb-ffca-df11-9e98-0025b3e6b7d8","2828","https://www.dahlpedersen.dk","dahlpedersen.dk","3"
"LN-Bilcenter","da0de35b-ffca-df11-9e98-0025b3e6b7d8","6345","https://ln-bilcenter.dk/","ln-bilcenter.dk","3"
"KJ Auto","822671b5-ffca-df11-9e98-0025b3e6b7d8","2544","https://www.kj-auto.dk/","kj-auto.dk","3"
"Burgaard Sørensen A/S - Varde","98e778af-ffca-df11-9e98-0025b3e6b7d8","2181","https://www.burgaard-sorensen.dk/","burgaard-sorensen.dk","3"
"Mekonomen - Vestauto ApS","6dac87d7-fdca-df11-9e98-0025b3e6b7d8","7559","https://www.vestauto.dk/","vestauto.dk","3"
"Lyngerup Biler","845b7001-feca-df11-9e98-0025b3e6b7d8","6660","https://lyngeplade.dk/","lyngeplade.dk","3"
"Bin2Bil A/S","c3113442-fdca-df11-9e98-0025b3e6b7d8","1507","https://www.bin2bil.dk/","bin2bil.dk","3"
"Škoda Aalborg - en del af Semler Mobility","aa31df66-59c0-e111-a5b6-d8d385a4b8b6","10505","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-aalborg","semlermobility.dk","3"
"Autohuset Farum","a2bc61be-9a04-e111-af35-d8d385a4b8b6","10258","https://www.autohusetfarum.dk/","autohusetfarum.dk","3"
"Mikis Auto","a68f74ef-fdca-df11-9e98-0025b3e6b7d8","8073","https://www.mikis-auto.dk/","mikis-auto.dk","3"
"Hovedvejens Autocenter","37e778af-ffca-df11-9e98-0025b3e6b7d8","2087","https://www.hovedvejens-autocenter.dk/","hovedvejens-autocenter.dk","3"
"Autohuset Kronsbjerg A/S","6e2571b5-ffca-df11-9e98-0025b3e6b7d8","1816","https://www.kronsbjerg.dk/","kronsbjerg.dk","3"
"Højland Biler Thisted","b8ba4d25-feca-df11-9e98-0025b3e6b7d8","8162","https://www.hojlandbiler.dk/","hojlandbiler.dk","3"
"Københavns Autolakering og Bilsalg","997d9893-d840-e011-b84c-d8d385a4b8b6","10027",,"","3"
"JM Handel","a72d97cb-fdca-df11-9e98-0025b3e6b7d8","7500","https://jm-handel.dk/","jm-handel.dk","3"
"Niels Johannesen Automobiler","3ec68d9d-ffca-df11-9e98-0025b3e6b7d8","9531","http://www.niels-biler.dk/","niels-biler.dk","3"
"Uggerhøj Aarhus A/S","2a2571b5-ffca-df11-9e98-0025b3e6b7d8","2423","https://www.uggerhoej.dk","uggerhoej.dk","3"
"Autohuset Hørsholm A/S","4a6d8fd1-fdca-df11-9e98-0025b3e6b7d8","1223","https://www.autohuset-hoersholm.dk/","autohuset-hoersholm.dk","3"
"Pedersen & Nielsen A/S Risskov","462571b5-ffca-df11-9e98-0025b3e6b7d8","2441","https://www.autohus.dk","autohus.dk","3"
"LL-Biler","026bb45b-32d2-e011-af35-d8d385a4b8b6","10196","https://www.ll-biler.dk/","ll-biler.dk","3"
"LBA Biler ApS","f4f0df8f-fdca-df11-9e98-0025b3e6b7d8","6696","https://www.lba-biler.dk/","lba-biler.dk","3"
"Rørbæk Biler A/S, Frederikshavn","99b2e789-fdca-df11-9e98-0025b3e6b7d8","3562","https://www.roerbaekbiler.dk/","roerbaekbiler.dk","3"
"Tesla Motors Denmark ApS – Aalborg","89b3e8bc-68c6-4497-bf86-a5f9dbda179c","22158","https://www.tesla.com/da_dk","tesla.com","3"
"Knud Uggerhøj A/S","59f1264e-fdca-df11-9e98-0025b3e6b7d8","3030","https://www.uggerhoej.dk","uggerhoej.dk","3"
"Lysen Biler A/S","6031d895-fdca-df11-9e98-0025b3e6b7d8","1602","https://www.lysenbiler.dk/","lysenbiler.dk","3"
"Leo Rasmussen Automobiler A/S","64314136-fdca-df11-9e98-0025b3e6b7d8","2688","https://www.leo-rasmussen.dk/","leo-rasmussen.dk","3"
"Stoffer's Auto","8e93ff71-fdca-df11-9e98-0025b3e6b7d8","6938","http://stoffersauto.dk/","stoffersauto.dk","3"
"Roskilde Bilhandel","7e907dd2-feca-df11-9e98-0025b3e6b7d8","8743","https://www.roskildebilhandel.dk/","roskildebilhandel.dk","3"
"AutoCentro A/S - Nykøbing F.","2074ef83-fdca-df11-9e98-0025b3e6b7d8","1739","https://www.autocentro.dk/","autocentro.dk","3"
"Bayern AutoGroup Odense A/S","be6569bb-ffca-df11-9e98-0025b3e6b7d8","1956","https://www.bag.dk/brugte-biler?from=0&take=24&make.keyword=BMW","bag.dk","3"
"Din-Bil.com ApS","9415afa8-feca-df11-9e98-0025b3e6b7d8","8468","https://www.din-bil.com/","din-bil.com","3"
"LW Biler","b5f3264e-fdca-df11-9e98-0025b3e6b7d8","6239","https://www.lwbiler.dk/","lwbiler.dk","3"
"Erik Maibom A/S","e36469bb-ffca-df11-9e98-0025b3e6b7d8","3002","https://www.maibom.dk/","maibom.dk","3"
"Dragsholm Bilsalg","59f3bdad-fdca-df11-9e98-0025b3e6b7d8","6492","http://www.dbiler.dk/","dbiler.dk","3"
"Karlsen Biler","a86a04f7-a2e2-e011-af35-d8d385a4b8b6","10222","https://www.karlsen-biler.dk/","karlsen-biler.dk","3"
"Audi Hørsholm - en del af Semler Mobility","2893f24f-ffca-df11-9e98-0025b3e6b7d8","8723","https://www.semlermobility.dk/find-bil/?brands=audi&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=audi-hørshom","semlermobility.dk","3"
"Helsingør Bilhus","a693b2d3-6472-e011-914a-d8d385a4b8b6","10104","https://www.helsingorbilhus.dk/","helsingorbilhus.dk","2"
"BS Biler ApS","5179174f-feca-df11-9e98-0025b3e6b7d8","8790","https://www.bsbiler.dk","bsbiler.dk","2"
"Fleasing A/S","7cb2dec3-49ea-e411-aa25-0050568635ef","11377","https://www.fleasing.dk/","fleasing.dk","2"
"R.Koch Automobiler ApS","ecc70000-fb50-4fad-ae7b-cf9fd366bf33","20287","https://www.rkbiler.dk","rkbiler.dk","2"
"Holmebiler","56c442cb-052d-e811-af0f-0050568635ef","12350","http://www.holmebiler.dk","holmebiler.dk","2"
"Nicolai Biler ApS","7c5b6d07-feca-df11-9e98-0025b3e6b7d8","11045",,"","2"
"Ejner Hessel Silkeborg","c520e0b0-2a3a-e311-9f02-0050568635ef","10936","https://www.hessel.dk/","hessel.dk","2"
"Stig Jensen Automobiler","7c2471b5-ffca-df11-9e98-0025b3e6b7d8","2341","https://www.sj-automobiler.dk/","sj-automobiler.dk","2"
"WM Biler","e7af7d90-2207-ec11-a3c3-0050568635ef","14539","http://wmbiler.dk/","wmbiler.dk","2"
"Benz-Autoservice CPH A/S","bea24a88-4958-e411-b028-0050568635ef","11231","http://www.autoprestigecph.dk/#xl_xr_page_biler","autoprestigecph.dk","2"
"Bagsværd Bilsalg","dba7936c-cf03-e111-af35-d8d385a4b8b6","10257","https://www.bagsvaerdbilsalg.dk/","bagsvaerdbilsalg.dk","2"
"Aston Martin Copenhagen","8fc8e734-c359-e411-b028-0050568635ef","11232","https://astonmartin-copenhagen.dk/","astonmartin-copenhagen.dk","2"
"Brabrand Bilhandel","37bb3a1a-36fc-e311-b028-0050568635ef","11139",,"","2"
"Pedersen & Nielsen A/S Frederikshavn","b7b2502a-fdca-df11-9e98-0025b3e6b7d8","3035","https://www.autohus.dk/","autohus.dk","2"
"Langt På Liter Biler","2a3162fa-db0a-e111-af35-d8d385a4b8b6","10266","https://www.lplbiler.dk/","lplbiler.dk","2"
"AT Biler Vejle","dbcd72e9-fdca-df11-9e98-0025b3e6b7d8","8016","https://www.atbiler.dk/","atbiler.dk","2"
"Pavegydens Bilsalg ApS","ac28499c-2c2f-e311-9f02-0050568635ef","10919","https://www.pavegydensauto.dk/","pavegydensauto.dk","2"
"Auto Group Nordvest – Volkswagen Ringkøbing","80311f54-fdca-df11-9e98-0025b3e6b7d8","2772","https://www.agn.dk/","agn.dk","2"
"SR AUTO","23be4399-76f0-4f75-83b4-3e81d98b8c9f","20555","https://www.SR-Auto.dk","sr-auto.dk","2"
"Det Fynske Bilhus A/S","90919f94-0f15-ea11-a087-0050568635ef","12924","https://www.detfynskebilhus.dk/","detfynskebilhus.dk","2"
"Car Advice ApS","559129db-6c46-e511-a60d-0050568635ef","11457","http://www.forzaleasing.dk/","forzaleasing.dk","2"
"Garagen ApS","066e960b-c5df-eb11-a3c3-0050568635ef","14508","https://garagen.nu/","garagen.nu","2"
"Stiholt Erhverv A/S - Aalborg","6a59883c-6076-e611-a318-0050568635ef","11817","https://stiholterhverv.dk/","stiholterhverv.dk","2"
"Byens Autohandel","371bcf1a-91dd-eb11-a3c3-0050568635ef","14503",,"","2"
"Krogsgaard-Jensen Automobiler A/S","6ac6e0e0-f186-e611-a3bc-0050568635ef","11841","https://www.krogsgaard-biler.dk/","krogsgaard-biler.dk","2"
"Sjælland Autohus","345a4b90-a76b-4a57-9541-d29d1370da14","20251",,"","2"
"Henriks Biler","4e438d3b-5981-e611-a3bc-0050568635ef","11833","https://www.henriks-biler.dk/","henriks-biler.dk","2"
"Gildberg A/S","cff04830-fdca-df11-9e98-0025b3e6b7d8","2035","https://www.gildberg-brugte.dk/","gildberg-brugte.dk","2"
"Volkswagen Højbjerg - en del af Semler Mobility","c6b2502a-fdca-df11-9e98-0025b3e6b7d8","2471","https://www.semlermobility.dk/find-bil/?brands=volkswagen&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=vw-højbjerg","semlermobility.dk","2"
"VIVA BILER ApS","443a1734-0990-413e-b78c-eafff4b16651","20693","https://www.vivabiler.dk","vivabiler.dk","2"
"Silkeborg Motor Co. ApS","3cca880d-2407-ec11-a3c3-0050568635ef","14540",,"","2"
"Eleter Biler ApS","c464e45c-5415-ec11-a3c3-0050568635ef","14555","http://www.eleterbiler.dk","eleterbiler.dk","2"
"Autohuset Nord","d3b2502a-fdca-df11-9e98-0025b3e6b7d8","1072","https://autohusetnord.dk/","autohusetnord.dk","2"
"Bilerne.com - Randers","dcf04830-fdca-df11-9e98-0025b3e6b7d8","2516","https://www.bilerne.com/","bilerne.com","2"
"KDV Biler.","15b9420c-8e87-4e83-b614-d0d629828f0b","20591","https://kdvbiler.wixsite.com/kdvbiler","kdvbiler.wixsite.com","2"
"Din Bilforhandler ApS","8ff98031-5a0e-449e-b0bb-3780dfaea1dc","20631","https://www.Arsamanagement.dk","arsamanagement.dk","2"
"Autohuset Taastrup ApS","60c063a7-3ec9-e711-a97a-0050568635ef","12227","https://www.autohusettaastrup.dk/","autohusettaastrup.dk","2"
"Søren Nielsen Biler ApS","f610cba1-fdca-df11-9e98-0025b3e6b7d8","1613","http://www.snbiler.dk/","snbiler.dk","2"
"HAS. Auto - Din Bilpartner","072cd6c9-b8c7-e811-bc8d-0050568635ef","12510","http://www.hasauto.dk/","hasauto.dk","2"
"JK Auto","b050076c-fdca-df11-9e98-0025b3e6b7d8","2993","https://www.jkauto.dk/","jkauto.dk","2"
"ID Biler Silkeborg ApS","9fb505fc-4583-ec11-a3c3-0050568649c9","14652",,"","2"
"KRISTIAN ODGAARD ApS","6091ff71-fdca-df11-9e98-0025b3e6b7d8","2845","https://www.ford-mors.dk/","ford-mors.dk","2"
"P.Christensen Kolding – Varebiler","0a10ac1c-e60c-e011-90d0-0025b3e6b7d8","8870","https://pchristensenbrugtebiler.dk/erhverv","pchristensenbrugtebiler.dk","2"
"TA Biler Aps","c7a96a07-9570-e811-bc8d-0050568635ef","12428","https://tabiler.dk/","tabiler.dk","2"
"HJA Biler","856eaeb9-fdca-df11-9e98-0025b3e6b7d8","7312","https://www.hja.dk/","hja.dk","2"
"Blue Cars A/S – Service Center Aarhus","4951a4ab-4040-e211-a799-d8d385a4b8b6","10667","https://www.bluecars.dk/","bluecars.dk","2"
"Anders Hansen Automobiler","92b1502a-fdca-df11-9e98-0025b3e6b7d8","5466","https://www.andershansenauto.dk/","andershansenauto.dk","2"
"H-Biler A/S","6d412cf6-46b9-e511-bab4-0050568635ef","11593","https://www.h-biler.dk/","h-biler.dk","2"
"British MotorGroup A/S","a47ad18d-0ca0-e511-bab4-0050568635ef","11566","https://www.landrover.dk/","landrover.dk","2"
"BERG Leasing A/S","1e2769bb-409f-e511-bab4-0050568635ef","11564","http://bergleasing.dk/","bergleasing.dk","2"
"Lease Logic ApS","a99aae04-622a-eb11-bcc8-0050568635ef","13269","https://www.leaselogic.dk","leaselogic.dk","2"
"Terminalen Odense A/S","7693ff71-fdca-df11-9e98-0025b3e6b7d8","1967","https://www.terminalen.dk/alle-brugte-biler","terminalen.dk","2"
"Ejner Hessel Aalborg","40808804-e60c-e011-90d0-0025b3e6b7d8","9203","https://www.hessel.dk/","hessel.dk","2"
"Østerby Biler","c9b46cee-b29e-e311-bfce-0050568635ef","11050","https://osterbybiler.dk/","osterbybiler.dk","2"
"Jensen Bilsalg","934cd8e5-57ca-e011-af35-d8d385a4b8b6","10191","https://www.jensenbilsalg.dk/","jensenbilsalg.dk","2"
"Au2outlet ApS","544ebcb0-0b2f-eb11-bcc8-0050568635ef","13275","http://au2outlet.dk/","au2outlet.dk","2"
"PJ Auto Vadum ApS","7a91ff71-fdca-df11-9e98-0025b3e6b7d8","5646","https://www.p-j-auto.dk/","p-j-auto.dk","2"
"Bilgården København ApS.","00a77265-89c9-e011-af35-d8d385a4b8b6","10189","https://www.bil-kbh.dk/","bil-kbh.dk","2"
"Rudi Auto ApS..","90ea82f0-6418-4181-8aaa-f3550b45b0de","20791",,"","2"
"Thingvad Auto A/S","e607df58-7082-ec11-a3c3-0050568649c9","14649","https://thingvad-auto.dk/","thingvad-auto.dk","2"
"Silent Cars","3c099dfb-a3fd-ea11-bcc8-0050568635ef","13197","https://silentcars.dk/","silentcars.dk","2"
"RosBiler ApS","7659aa83-3d58-ec11-a3c3-0050568649c9","14615",,"","2"
"Bertelsen Leasing ApS","e2e808fe-9779-4222-bbe1-f66279b5c94b","22103","http://www.bertelsenleasing.dk/","bertelsenleasing.dk","2"
"COMFORT Leasing A/S","7f8c33a7-4de7-44c2-a07d-0cbf6cf91c37","20770","https://comfortleasing.dk/","comfortleasing.dk","2"
"Skoda Esbjerg","6559c2d7-5bc0-e111-a5b6-d8d385a4b8b6","10509","https://www.skoda-esbjerg.dk/","skoda-esbjerg.dk","2"
"Maribo Bilcenter Aps","35bdfcbc-1560-4f0b-aaae-1996a3b46aec","20343","https://www.maribobilcenter.dk","maribobilcenter.dk","2"
"BN Auto & Service A/S","ee8b7ae3-fdca-df11-9e98-0025b3e6b7d8","6865","https://www.bnauto.dk/","bnauto.dk","2"
"Hammershøj Biler","73b3bd2b-8fd0-4dbc-9f47-16ec1e1bf8ba","20320","https://www.hammershøjbiler.dk","hammershøjbiler.dk","2"
"Vestjysk Automobil-Lager A/S","e4b1502a-fdca-df11-9e98-0025b3e6b7d8","2184","https://www.bilerivarde.dk/","bilerivarde.dk","2"
"Autoconnect ApS","792e97d3-1fd7-4db0-beb7-ed28a5860ff6","20937","https://www.autoconnect.dk","autoconnect.dk","2"
"Jonstrup Biler ApS","2f1d4715-1a8a-ea11-b2f4-0050568635ef","13040",,"","2"
"Bilcentret Peer Glad A/S","b9b00f60-fdca-df11-9e98-0025b3e6b7d8","1532","https://www.glad.dk/","glad.dk","2"
"Fjordlund Bilhus A/S","15b4b596-fb43-ea11-b2f4-0050568635ef","12965","https://www.fjordlund.dk/","fjordlund.dk","2"
"Brdr. Clausen A/S","9db2502a-fdca-df11-9e98-0025b3e6b7d8","1804","https://www.brdr-clausen.dk/","brdr-clausen.dk","2"
"Bilhuset Frederiksværk","34b2502a-fdca-df11-9e98-0025b3e6b7d8","1189","https://www.bilhuset-kroman.dk/","bilhuset-kroman.dk","2"
"Bil-Centrum Schou-Jensen A/S","72b2502a-fdca-df11-9e98-0025b3e6b7d8","2756","http://www.bilcentrum.dk/","bilcentrum.dk","2"
"PR-Cars ApS","45e43e7f-3c5d-ea11-b2f4-0050568635ef","13002","https://pr-cars.dk/","pr-cars.dk","2"
"Ring Biler ApS","27ef9ec5-fdca-df11-9e98-0025b3e6b7d8","4437","https://www.ring-biler.dk/","ring-biler.dk","2"
"Ramsdal Biler ApS","0b3209d9-3a02-e611-b637-0050568635ef","11698","http://www.ramsdalbiler.dk/","ramsdalbiler.dk","2"
"eCAR A/S","672e97cb-fdca-df11-9e98-0025b3e6b7d8","7413","https://www.usatrucks.dk/","usatrucks.dk","2"
"Škoda Køge - en del af Semler Mobility","b5331e26-f9c0-e111-a5b6-d8d385a4b8b6","10524","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-k%C3%B8ge","semlermobility.dk","2"
"SEAT Holbæk - en del af Semler Mobility","616c9121-eac0-e111-a5b6-d8d385a4b8b6","10519","https://www.semlermobility.dk/find-bil/?brands=cupra&brands=seat&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=sc-holbæk","semlermobility.dk","2"
"Nellemann Luxury Cars","e913659a-5db6-e311-b885-0050568635ef","11077","https://www.nellemannluxurycars.dk/","nellemannluxurycars.dk","2"
"Andersen Automobiler","076d8fd1-fdca-df11-9e98-0025b3e6b7d8","6352","https://opelvojens.dk/","opelvojens.dk","2"
"Eisner Automobiler ApS","cbb1502a-fdca-df11-9e98-0025b3e6b7d8","4834","https://www.eisner-auto.dk/","eisner-auto.dk","2"
"HJ-Biler","67110f66-fdca-df11-9e98-0025b3e6b7d8","2843","http://www.hj-biler.dk","hj-biler.dk","2"
"GRANTURISMO CARS A/S","47a7a9fa-9005-e711-b515-0050568635ef","11979","https://www.granturismo.dk/","granturismo.dk","2"
"Škoda Hillerød - en del af Semler Mobility","1d1c6f57-5dc0-e111-a5b6-d8d385a4b8b6","10512","https://www.semlermobility.dk/find-bil/?brands=skoda&utm_medium=affiliate&utm_source=shareasale&utm_campaign=produkt&utm_content=skoda-hillerød","semlermobility.dk","2"
"Helsinge Biler","2c6e8fd1-fdca-df11-9e98-0025b3e6b7d8","7537","https://www.helsingebiler.dk/","helsingebiler.dk","2"
"AUTOLANDET","bb6e8fd1-fdca-df11-9e98-0025b3e6b7d8","7614","http://www.autolandet.dk/","autolandet.dk","2"
"Varebil-Leasing Aalborg ApS","cf34c10a-8657-42d3-9d47-7ea19f1b3050","20232","https://www.varebil-leasing.dk/","varebil-leasing.dk","2"
"Finns Autoværksted A/S","a6d13b3c-fdca-df11-9e98-0025b3e6b7d8","4595","http://www.finnsauto.dk/","finnsauto.dk","2"
"Linnebæk Biler","32304136-fdca-df11-9e98-0025b3e6b7d8","1204","https://linnebaek-biler.dk/","linnebaek-biler.dk","2"
"Next Mobility Select","724fa87f-68ff-4306-9f1a-d9c8c0fedd66","22076","https://nextmobility.dk/next-mobility-select/#brugte-biler","nextmobility.dk","2"
"MLA Motors A/S","45bf0324-8297-e611-8abf-0050568635ef","11862","http://www.mlamotors.dk/","mlamotors.dk","2"
"AUTOONE ApS","dba7410a-7e6b-e711-89c9-0050568635ef","12110","https://www.autoone.dk","autoone.dk","2"
"Hesselager-Biler ApS","dbe55a9f-b8b2-4b92-8cd6-a9459a9a5afa","22050",,"","2"
"CN Cars","5c46cade-49c4-48b3-a846-a8abf7a003fb","20806","https://www.cncars.dk/","cncars.dk","2"
"Meiniche A/S","9f6369bb-ffca-df11-9e98-0025b3e6b7d8","2807","https://www.meiniche.dk/","meiniche.dk","2"
"Zisko Automobiler ApS","c6f18075-d154-441d-8f75-abd25b2cc630","20141",,"","2"
"Frikke Automobiler","38d13b3c-fdca-df11-9e98-0025b3e6b7d8","2166","https://www.frikke-biler.dk/","frikke-biler.dk","2"
"Videbæk Biler ApS","57cd9779-10b9-e911-803c-0050568635ef","12800","https://www.videbaekbiler.dk/","videbaekbiler.dk","2"
"AUTOGLANS ApS","c4b2a824-932f-e911-8de8-0050568635ef","12614",,"","2"
"Helskov Biler ApS","05b4c505-4844-40e3-8f72-6bc36fbf344a","20293",,"","2"
"Autohuset Hein","06d4dfb2-a77c-49ed-bb22-daa982c8b8c8","20173","https://www.autohusethein.dk","autohusethein.dk","2"
"Autonoma ApS","b221cbee-548b-4c16-8b55-6da34540abeb","20118","https://www.autonoma.dk","autonoma.dk","2"
"Onlinebiler ApS","938b761b-ed70-4ab3-93d1-b7cf106d8400","20308","https://onlinebiler.dk","onlinebiler.dk","2"
"Autohuset Lindberg Aps","abefda70-5d4f-eb11-9499-0050568635ef","13305","https://autohusetlindbergkoch.dk/","autohusetlindbergkoch.dk","2"
"Osbech Cars ApS","368de3fb-3643-43b8-b58f-dad59dd0b88f","20626","https://www.osbechcars.dk","osbechcars.dk","2"
"Michaels Automobiler ApS","f5103442-fdca-df11-9e98-0025b3e6b7d8","5477","https://www.michaels-automobiler.dk/","michaels-automobiler.dk","2"
"ELBIlHUSET APS","02efd526-fd33-4c62-a7b9-7130cc20046a","20910","https://elbilhuset.dk","elbilhuset.dk","2"
"Midtjysk Automobiler A/S","59f128d2-4514-e211-bd40-d8d385a4b8b6","10497","https://www.midtjyskautomobiler.dk/","midtjyskautomobiler.dk","2"
"Volkswagen Service Faaborg","3df24830-fdca-df11-9e98-0025b3e6b7d8","5399","http://www.vw-faaborg.dk/","vw-faaborg.dk","2"
"Bakke Auto A/S","7ee778af-ffca-df11-9e98-0025b3e6b7d8","2147","https://www.bakkeauto.dk/","bakkeauto.dk","2"
"C.A. Larsen Automobiler Ringe","e09dd74c-2000-e811-92c0-0050568635ef","12288","https://www.cal.dk/afdelinger/ringe/","cal.dk","2"
"Brdr. Hosbond A/S","976569bb-ffca-df11-9e98-0025b3e6b7d8","3157","https://www.hosbond.dk/","hosbond.dk","2"
"Michael Jakobsen Automobiler","a5d03b3c-fdca-df11-9e98-0025b3e6b7d8","4006","https://www.michaeljakobsen.dk/","michaeljakobsen.dk","2"
"Andersen & Martini A/S - Glostrup","15c9a6ae-f8d8-df11-a986-0025b3e6b7d8","1405","https://www.am.dk/","am.dk","2"
"LKJ Biler A/S","000d72de-f8d8-df11-a986-0025b3e6b7d8","2216","https://www.lkj.dk","lkj.dk","2"
"PB Mobility ApS","01f6f01e-48c8-435f-9dbe-9a5813d92749","20858","https://www.pbmobility.dk","pbmobility.dk","2"
"Uggerhøj Horsens A/S","e43b7fd2-f8d8-df11-a986-0025b3e6b7d8","2305","https://www.uggerhoej.dk","uggerhoej.dk","2"
"Bilcenter KBH","d6321922-1f0d-e211-bd40-d8d385a4b8b6","10613","https://www.bilcenterkbh.dk/","bilcenterkbh.dk","2"
"Jørgen Jensen Automobiler","b56669bb-ffca-df11-9e98-0025b3e6b7d8","2770","http://www.jj-auto.dk/","jj-auto.dk","2"
"Skoda Ejby Aps","3c6669bb-ffca-df11-9e98-0025b3e6b7d8","1883","https://www.skodaejby.dk","skodaejby.dk","2"
"Langsø Biler Silkeborg Aps","b1865588-580c-e211-bd40-d8d385a4b8b6","10610","https://www.lbsilkeborg.dk/","lbsilkeborg.dk","2"
"Frilund Biler ApS.","1b8ec690-f8d8-df11-a986-0025b3e6b7d8","1785","https://www.frilundbiler.dk/","frilundbiler.dk","2"
"Rørbæk Biler Hjørring A/S","4ca361c1-ffca-df11-9e98-0025b3e6b7d8","3144","http://www.roerbaekbiler.dk/","roerbaekbiler.dk","2"
"TAGE THOMSEN A/S","28314136-fdca-df11-9e98-0025b3e6b7d8","2541","https://www.tagethomsen.dk/","tagethomsen.dk","2"
"Koch biler A/S","4240bda5-fbd8-df11-a986-0025b3e6b7d8","2476","http://www.koch-biler.dk/","koch-biler.dk","2"
"Poulstrup Autoværksted A/S","80304136-fdca-df11-9e98-0025b3e6b7d8","3177","http://www.poulstrupauto.dk/","poulstrupauto.dk","2"
